Food Item,Temp.(in degree C),Time period(in days)
Karonda,4.0,12.0
Karonda,4.133333333333334,11.666666666666666
Karonda,4.266666666666667,11.333333333333332
Karonda,4.4,11.0
Karonda,4.533333333333333,10.666666666666666
Karonda,4.666666666666667,10.333333333333332
Karonda,4.8,10.0
Karonda,4.933333333333334,9.666666666666666
Karonda,5.066666666666666,9.333333333333332
Karonda,5.2,9.0
Karonda,5.333333333333333,8.666666666666666
Karonda,5.466666666666667,8.333333333333334
Karonda,5.6,8.0
Karonda,5.733333333333333,7.666666666666667
Karonda,5.866666666666667,7.333333333333333
Karonda,6.0,7.0
Kiwi,-0.6,150.0
Kiwi,-0.5599999999999999,146.66666666666669
Kiwi,-0.52,143.33333333333334
Kiwi,-0.48,140.0
Kiwi,-0.43999999999999995,136.66666666666669
Kiwi,-0.39999999999999997,133.33333333333334
Kiwi,-0.36,130.0
Kiwi,-0.31999999999999995,126.66666666666667
Kiwi,-0.27999999999999997,123.33333333333334
Kiwi,-0.24,120.0
Kiwi,-0.19999999999999996,116.66666666666667
Kiwi,-0.15999999999999998,113.33333333333333
Kiwi,-0.12,110.0
Kiwi,-0.07999999999999996,106.66666666666667
Kiwi,-0.039999999999999925,103.33333333333333
Kiwi,0.0,100.0
lemons,7.2,75.0
lemons,7.293333333333334,74.0
lemons,7.386666666666667,73.0
lemons,7.48,72.0
lemons,7.573333333333333,71.0
lemons,7.666666666666667,70.0
lemons,7.76,69.0
lemons,7.8533333333333335,68.0
lemons,7.946666666666666,67.0
lemons,8.04,66.0
lemons,8.133333333333333,65.0
lemons,8.226666666666667,64.0
lemons,8.32,63.0
lemons,8.413333333333334,62.0
lemons,8.506666666666666,61.0
lemons,8.6,60.0
Limes,8.3,50.0
Limes,8.413333333333334,48.333333333333336
Limes,8.526666666666667,46.66666666666667
Limes,8.64,45.0
Limes,8.753333333333334,43.333333333333336
Limes,8.866666666666667,41.66666666666667
Limes,8.98,40.0
Limes,9.093333333333334,38.333333333333336
Limes,9.206666666666667,36.66666666666667
Limes,9.32,35.0
Limes,9.433333333333334,33.333333333333336
Limes,9.546666666666667,31.666666666666668
Limes,9.66,30.0
Limes,9.773333333333333,28.333333333333332
Limes,9.886666666666667,26.666666666666668
Limes,10.0,25.0
Litchi,5.0,24.0
Litchi,5.133333333333334,23.333333333333332
Litchi,5.266666666666667,22.666666666666664
Litchi,5.4,22.0
Litchi,5.533333333333333,21.333333333333332
Litchi,5.666666666666667,20.666666666666664
Litchi,5.8,20.0
Litchi,5.933333333333334,19.333333333333332
Litchi,6.066666666666666,18.666666666666664
Litchi,6.2,18.0
Litchi,6.333333333333333,17.333333333333332
Litchi,6.466666666666667,16.666666666666668
Litchi,6.6,16.0
Litchi,6.733333333333333,15.333333333333334
Litchi,6.866666666666667,14.666666666666666
Litchi,7.0,14.0
Mandarin orange,8.0,17.0
Mandarin orange,8.133333333333333,16.53333333333333
Mandarin orange,8.266666666666667,16.066666666666666
Mandarin orange,8.4,15.6
Mandarin orange,8.533333333333333,15.133333333333333
Mandarin orange,8.666666666666666,14.666666666666668
Mandarin orange,8.8,14.2
Mandarin orange,8.933333333333334,13.733333333333334
Mandarin orange,9.066666666666666,13.266666666666666
Mandarin orange,9.2,12.8
Mandarin orange,9.333333333333334,12.333333333333334
Mandarin orange,9.466666666666667,11.866666666666667
Mandarin orange,9.6,11.4
Mandarin orange,9.733333333333334,10.933333333333334
Mandarin orange,9.866666666666667,10.466666666666667
Mandarin orange,10.0,10.0
Mango,12.0,16.0
Mango,12.2,15.600000000000001
Mango,12.4,15.2
Mango,12.6,14.8
Mango,12.8,14.4
Mango,13.0,14.0
Mango,13.2,13.6
Mango,13.4,13.2
Mango,13.6,12.8
Mango,13.8,12.4
Mango,14.0,12.0
Mango,14.2,11.6
Mango,14.4,11.2
Mango,14.6,10.8
Mango,14.8,10.4
Mango,15.0,10.0
Papaya,5.0,16.0
Papaya,5.133333333333334,15.733333333333334
Papaya,5.266666666666667,15.466666666666667
Papaya,5.4,15.2
Papaya,5.533333333333333,14.933333333333334
Papaya,5.666666666666667,14.666666666666666
Papaya,5.8,14.4
Papaya,5.933333333333334,14.133333333333333
Papaya,6.066666666666666,13.866666666666667
Papaya,6.2,13.6
Papaya,6.333333333333333,13.333333333333334
Papaya,6.466666666666667,13.066666666666666
Papaya,6.6,12.8
Papaya,6.733333333333333,12.533333333333333
Papaya,6.866666666666667,12.266666666666667
Papaya,7.0,12.0
Peach,-0.3,30.0
Peach,-0.33999999999999997,29.0
Peach,-0.38,28.0
Peach,-0.42000000000000004,27.0
Peach,-0.46,26.0
Peach,-0.5,25.0
Peach,-0.54,24.0
Peach,-0.5800000000000001,23.0
Peach,-0.6200000000000001,22.0
Peach,-0.6600000000000001,21.0
Peach,-0.7000000000000001,20.0
Peach,-0.74,19.0
Peach,-0.78,18.0
Peach,-0.8200000000000001,17.0
Peach,-0.8600000000000001,16.0
Peach,-0.9,15.0
Pear,-1.0,190.0
Pear,-0.9333333333333333,186.0
Pear,-0.8666666666666667,182.0
Pear,-0.8,178.0
Pear,-0.7333333333333334,174.0
Pear,-0.6666666666666667,170.0
Pear,-0.6,166.0
Pear,-0.5333333333333333,162.0
Pear,-0.4666666666666667,158.0
Pear,-0.4,154.0
Pear,-0.33333333333333337,150.0
Pear,-0.2666666666666667,146.0
Pear,-0.19999999999999996,142.0
Pear,-0.1333333333333333,138.0
Pear,-0.06666666666666665,134.0
Pear,0.0,130.0
Phalsa,7.0,12.0
Phalsa,7.0,11.666666666666666
Phalsa,7.0,11.333333333333332
Phalsa,7.0,11.0
Phalsa,7.0,10.666666666666666
Phalsa,7.0,10.333333333333332
Phalsa,7.0,10.0
Phalsa,7.0,9.666666666666666
Phalsa,7.0,9.333333333333332
Phalsa,7.0,9.0
Phalsa,7.0,8.666666666666666
Phalsa,7.0,8.333333333333334
Phalsa,7.0,8.0
Phalsa,7.0,7.666666666666667
Phalsa,7.0,7.333333333333333
Phalsa,7.0,7.0
Pineapple,7.0,16.0
Pineapple,7.333333333333333,15.600000000000001
Pineapple,7.666666666666667,15.2
Pineapple,8.0,14.8
Pineapple,8.333333333333334,14.4
Pineapple,8.666666666666666,14.0
Pineapple,9.0,13.6
Pineapple,9.333333333333332,13.2
Pineapple,9.666666666666666,12.8
Pineapple,10.0,12.4
Pineapple,10.333333333333332,12.0
Pineapple,10.666666666666666,11.6
Pineapple,11.0,11.2
Pineapple,11.333333333333332,10.8
Pineapple,11.666666666666666,10.4
Pineapple,12.0,10.0
Pomegranate,5.0,100.0
Pomegranate,5.333333333333333,97.33333333333333
Pomegranate,5.666666666666667,94.66666666666666
Pomegranate,6.0,92.0
Pomegranate,6.333333333333333,89.33333333333333
Pomegranate,6.666666666666666,86.66666666666666
Pomegranate,7.0,84.0
Pomegranate,7.333333333333333,81.33333333333333
Pomegranate,7.666666666666666,78.66666666666666
Pomegranate,8.0,76.0
Pomegranate,8.333333333333332,73.33333333333333
Pomegranate,8.666666666666666,70.66666666666667
Pomegranate,9.0,68.0
Pomegranate,9.333333333333332,65.33333333333333
Pomegranate,9.666666666666666,62.666666666666664
Pomegranate,10.0,60.0
Strawberry,30.0,18.0
Strawberry,30.133333333333333,17.266666666666666
Strawberry,30.266666666666666,16.53333333333333
Strawberry,30.4,15.799999999999999
Strawberry,30.533333333333335,15.066666666666666
Strawberry,30.666666666666668,14.333333333333332
Strawberry,30.8,13.6
Strawberry,30.933333333333334,12.866666666666667
Strawberry,31.066666666666666,12.133333333333333
Strawberry,31.2,11.399999999999999
Strawberry,31.333333333333332,10.666666666666666
Strawberry,31.466666666666665,9.933333333333334
Strawberry,31.6,9.2
Strawberry,31.733333333333334,8.466666666666667
Strawberry,31.866666666666667,7.733333333333333
Strawberry,32.0,7.0
Aonla,20.0,25.0
Aonla,20.866666666666667,24.0
Aonla,21.733333333333334,23.0
Aonla,22.6,22.0
Aonla,23.46666666666667,21.0
Aonla,24.333333333333336,20.0
Aonla,25.2,19.0
Aonla,26.066666666666666,18.0
Aonla,26.933333333333334,17.0
Aonla,27.8,16.0
Aonla,28.666666666666668,15.0
Aonla,29.53333333333333,14.0
Aonla,30.4,13.0
Aonla,31.266666666666666,12.0
Aonla,32.13333333333333,11.0
Aonla,33.0,10.0
Ash gourd,10.0,35.0
Ash gourd,10.2,34.666666666666664
Ash gourd,10.4,34.333333333333336
Ash gourd,10.6,34.0
Ash gourd,10.8,33.666666666666664
Ash gourd,11.0,33.333333333333336
Ash gourd,11.2,33.0
Ash gourd,11.4,32.666666666666664
Ash gourd,11.6,32.333333333333336
Ash gourd,11.8,32.0
Ash gourd,12.0,31.666666666666668
Ash gourd,12.2,31.333333333333332
Ash gourd,12.4,31.0
Ash gourd,12.6,30.666666666666668
Ash gourd,12.8,30.333333333333332
Ash gourd,13.0,30.0
Beet root,0.0,35.0
Beet root,0.2,34.06666666666666
Beet root,0.4,33.13333333333333
Beet root,0.6000000000000001,32.2
Beet root,0.8,31.266666666666666
Beet root,1.0,30.333333333333336
Beet root,1.2000000000000002,29.4
Beet root,1.4000000000000001,28.46666666666667
Beet root,1.6,27.53333333333333
Beet root,1.8,26.6
Beet root,2.0,25.666666666666668
Beet root,2.2,24.733333333333334
Beet root,2.4000000000000004,23.8
Beet root,2.6,22.866666666666667
Beet root,2.8000000000000003,21.933333333333334
Beet root,3.0,21.0
Bitter gourd,2.0,27.0
Bitter gourd,2.2,26.4
Bitter gourd,2.4,25.8
Bitter gourd,2.6,25.2
Bitter gourd,2.8,24.6
Bitter gourd,3.0,24.0
Bitter gourd,3.2,23.4
Bitter gourd,3.4000000000000004,22.8
Bitter gourd,3.6,22.2
Bitter gourd,3.8,21.6
Bitter gourd,4.0,21.0
Bitter gourd,4.2,20.4
Bitter gourd,4.4,19.8
Bitter gourd,4.6,19.2
Bitter gourd,4.800000000000001,18.6
Bitter gourd,5.0,18.0
Bottle gourd,3.0,14.0
Bottle gourd,3.1333333333333333,13.533333333333333
Bottle gourd,3.2666666666666666,13.066666666666666
Bottle gourd,3.4,12.6
Bottle gourd,3.533333333333333,12.133333333333333
Bottle gourd,3.6666666666666665,11.666666666666668
Bottle gourd,3.8,11.2
Bottle gourd,3.9333333333333336,10.733333333333334
Bottle gourd,4.066666666666666,10.266666666666666
Bottle gourd,4.2,9.8
Bottle gourd,4.333333333333333,9.333333333333334
Bottle gourd,4.466666666666667,8.866666666666667
Bottle gourd,4.6,8.4
Bottle gourd,4.733333333333333,7.933333333333334
Bottle gourd,4.866666666666667,7.466666666666667
Bottle gourd,5.0,7.0
Brinjal,10.0,21.0
Brinjal,10.066666666666666,20.53333333333333
Brinjal,10.133333333333333,20.066666666666666
Brinjal,10.2,19.6
Brinjal,10.266666666666667,19.133333333333333
Brinjal,10.333333333333334,18.666666666666668
Brinjal,10.4,18.2
Brinjal,10.466666666666667,17.733333333333334
Brinjal,10.533333333333333,17.266666666666666
Brinjal,10.6,16.8
Brinjal,10.666666666666666,16.333333333333332
Brinjal,10.733333333333333,15.866666666666667
Brinjal,10.8,15.4
Brinjal,10.866666666666667,14.933333333333334
Brinjal,10.933333333333334,14.466666666666667
Brinjal,11.0,14.0
Broccoli,4.0,10.0
Broccoli,4.026666666666666,9.8
Broccoli,4.053333333333334,9.6
Broccoli,4.08,9.4
Broccoli,4.1066666666666665,9.2
Broccoli,4.133333333333334,9.0
Broccoli,4.16,8.8
Broccoli,4.1866666666666665,8.6
Broccoli,4.213333333333334,8.4
Broccoli,4.24,8.2
Broccoli,4.266666666666667,8.0
Broccoli,4.293333333333334,7.8
Broccoli,4.32,7.6
Broccoli,4.346666666666667,7.4
Broccoli,4.373333333333334,7.2
Broccoli,4.4,7.0
Cabbage,0.0,16.0
Cabbage,0.11333333333333333,15.600000000000001
Cabbage,0.22666666666666666,15.2
Cabbage,0.33999999999999997,14.8
Cabbage,0.4533333333333333,14.4
Cabbage,0.5666666666666667,14.0
Cabbage,0.6799999999999999,13.6
Cabbage,0.7933333333333333,13.2
Cabbage,0.9066666666666666,12.8
Cabbage,1.02,12.4
Cabbage,1.1333333333333333,12.0
Cabbage,1.2466666666666666,11.6
Cabbage,1.3599999999999999,11.2
Cabbage,1.4733333333333332,10.8
Cabbage,1.5866666666666667,10.4
Cabbage,1.7,10.0
Cauliflower,0.0,21.0
Cauliflower,0.26666666666666666,20.8
Cauliflower,0.5333333333333333,20.6
Cauliflower,0.8,20.4
Cauliflower,1.0666666666666667,20.2
Cauliflower,1.3333333333333333,20.0
Cauliflower,1.6,19.8
Cauliflower,1.8666666666666667,19.6
Cauliflower,2.1333333333333333,19.4
Cauliflower,2.4,19.2
Cauliflower,2.6666666666666665,19.0
Cauliflower,2.933333333333333,18.8
Cauliflower,3.2,18.6
Cauliflower,3.466666666666667,18.4
Cauliflower,3.7333333333333334,18.2
Cauliflower,4.0,18.0
Capsicum,7.0,14.0
Capsicum,7.2,13.733333333333334
Capsicum,7.4,13.466666666666667
Capsicum,7.6,13.2
Capsicum,7.8,12.933333333333334
Capsicum,8.0,12.666666666666666
Capsicum,8.2,12.4
Capsicum,8.4,12.133333333333333
Capsicum,8.6,11.866666666666667
Capsicum,8.8,11.6
Capsicum,9.0,11.333333333333334
Capsicum,9.2,11.066666666666666
Capsicum,9.4,10.8
Capsicum,9.6,10.533333333333333
Capsicum,9.8,10.266666666666667
Capsicum,10.0,10.0
Carrot,0.0,180.0
Carrot,0.3,174.66666666666666
Carrot,0.6,169.33333333333331
Carrot,0.8999999999999999,164.0
Carrot,1.2,158.66666666666666
Carrot,1.5,153.33333333333331
Carrot,1.7999999999999998,148.0
Carrot,2.1,142.66666666666666
Carrot,2.4,137.33333333333331
Carrot,2.6999999999999997,132.0
Carrot,3.0,126.66666666666666
Carrot,3.3,121.33333333333333
Carrot,3.5999999999999996,116.0
Carrot,3.9,110.66666666666667
Carrot,4.2,105.33333333333333
Carrot,4.5,100.0
Cowpea,4.0,12.0
Cowpea,4.2,11.666666666666666
Cowpea,4.4,11.333333333333332
Cowpea,4.6,11.0
Cowpea,4.8,10.666666666666666
Cowpea,5.0,10.333333333333332
Cowpea,5.2,10.0
Cowpea,5.4,9.666666666666666
Cowpea,5.6,9.333333333333332
Cowpea,5.8,9.0
Cowpea,6.0,8.666666666666666
Cowpea,6.2,8.333333333333334
Cowpea,6.4,8.0
Cowpea,6.6,7.666666666666667
Cowpea,6.800000000000001,7.333333333333333
Cowpea,7.0,7.0
Cucumber,10.0,14.0
Cucumber,10.133333333333333,13.733333333333334
Cucumber,10.266666666666667,13.466666666666667
Cucumber,10.4,13.2
Cucumber,10.533333333333333,12.933333333333334
Cucumber,10.666666666666666,12.666666666666666
Cucumber,10.8,12.4
Cucumber,10.933333333333334,12.133333333333333
Cucumber,11.066666666666666,11.866666666666667
Cucumber,11.2,11.6
Cucumber,11.333333333333334,11.333333333333334
Cucumber,11.466666666666667,11.066666666666666
Cucumber,11.6,10.8
Cucumber,11.733333333333334,10.533333333333333
Cucumber,11.866666666666667,10.266666666666667
Cucumber,12.0,10.0
French bean,5.0,30.0
French bean,5.133333333333334,29.4
French bean,5.266666666666667,28.8
French bean,5.4,28.2
French bean,5.533333333333333,27.6
French bean,5.666666666666667,27.0
French bean,5.8,26.4
French bean,5.933333333333334,25.8
French bean,6.066666666666666,25.2
French bean,6.2,24.6
French bean,6.333333333333333,24.0
French bean,6.466666666666667,23.4
French bean,6.6,22.8
French bean,6.733333333333333,22.2
French bean,6.866666666666667,21.6
French bean,7.0,21.0
Garlic,0.0,21.0
Garlic,0.03333333333333333,20.266666666666666
Garlic,0.06666666666666667,19.53333333333333
Garlic,0.1,18.799999999999997
Garlic,0.13333333333333333,18.066666666666666
Garlic,0.16666666666666666,17.333333333333332
Garlic,0.2,16.6
Garlic,0.23333333333333334,15.866666666666667
Garlic,0.26666666666666666,15.133333333333333
Garlic,0.3,14.399999999999999
Garlic,0.3333333333333333,13.666666666666666
Garlic,0.36666666666666664,12.933333333333334
Garlic,0.4,12.2
Garlic,0.43333333333333335,11.466666666666667
Garlic,0.4666666666666667,10.733333333333333
Garlic,0.5,10.0
Lettuce,1.0,28.0
Lettuce,1.2,27.333333333333332
Lettuce,1.4,26.666666666666664
Lettuce,1.6,26.0
Lettuce,1.8,25.333333333333332
Lettuce,2.0,24.666666666666664
Lettuce,2.2,24.0
Lettuce,2.4000000000000004,23.333333333333332
Lettuce,2.6,22.666666666666664
Lettuce,2.8,22.0
Lettuce,3.0,21.333333333333332
Lettuce,3.2,20.666666666666668
Lettuce,3.4000000000000004,20.0
Lettuce,3.6,19.333333333333332
Lettuce,3.8000000000000003,18.666666666666668
Lettuce,4.0,18.0
Okra,5.0,14.0
Okra,5.333333333333333,13.533333333333333
Okra,5.666666666666667,13.066666666666666
Okra,6.0,12.6
Okra,6.333333333333333,12.133333333333333
Okra,6.666666666666666,11.666666666666668
Okra,7.0,11.2
Okra,7.333333333333333,10.733333333333334
Okra,7.666666666666666,10.266666666666666
Okra,8.0,9.8
Okra,8.333333333333332,9.333333333333334
Okra,8.666666666666666,8.866666666666667
Okra,9.0,8.4
Okra,9.333333333333332,7.933333333333334
Okra,9.666666666666666,7.466666666666667
Okra,10.0,7.0
Onion,10.0,90.0
Onion,10.333333333333334,87.0
Onion,10.666666666666666,84.0
Onion,11.0,81.0
Onion,11.333333333333334,78.0
Onion,11.666666666666666,75.0
Onion,12.0,72.0
Onion,12.333333333333332,69.0
Onion,12.666666666666666,66.0
Onion,13.0,63.0
Onion,13.333333333333332,60.0
Onion,13.666666666666666,57.0
Onion,14.0,54.0
Onion,14.333333333333332,51.0
Onion,14.666666666666666,48.0
Onion,15.0,45.0
Palak,0.0,14.0
Palak,0.06666666666666667,13.533333333333333
Palak,0.13333333333333333,13.066666666666666
Palak,0.2,12.6
Palak,0.26666666666666666,12.133333333333333
Palak,0.3333333333333333,11.666666666666668
Palak,0.4,11.2
Palak,0.4666666666666667,10.733333333333334
Palak,0.5333333333333333,10.266666666666666
Palak,0.6,9.8
Palak,0.6666666666666666,9.333333333333334
Palak,0.7333333333333333,8.866666666666667
Palak,0.8,8.4
Palak,0.8666666666666667,7.933333333333334
Palak,0.9333333333333333,7.466666666666667
Palak,1.0,7.0
Pumpkin,15.0,85.0
Pumpkin,15.333333333333334,83.33333333333334
Pumpkin,15.666666666666666,81.66666666666667
Pumpkin,16.0,80.0
Pumpkin,16.333333333333332,78.33333333333334
Pumpkin,16.666666666666668,76.66666666666667
Pumpkin,17.0,75.0
Pumpkin,17.333333333333332,73.33333333333333
Pumpkin,17.666666666666668,71.66666666666667
Pumpkin,18.0,70.0
Pumpkin,18.333333333333332,68.33333333333333
Pumpkin,18.666666666666668,66.66666666666667
Pumpkin,19.0,65.0
Pumpkin,19.333333333333332,63.333333333333336
Pumpkin,19.666666666666664,61.666666666666664
Pumpkin,20.0,60.0
spinach,0.0,14.0
spinach,0.3333333333333333,13.533333333333333
spinach,0.6666666666666666,13.066666666666666
spinach,1.0,12.6
spinach,1.3333333333333333,12.133333333333333
spinach,1.6666666666666665,11.666666666666668
spinach,2.0,11.2
spinach,2.333333333333333,10.733333333333334
spinach,2.6666666666666665,10.266666666666666
spinach,3.0,9.8
spinach,3.333333333333333,9.333333333333334
spinach,3.6666666666666665,8.866666666666667
spinach,4.0,8.4
spinach,4.333333333333333,7.933333333333334
spinach,4.666666666666666,7.466666666666667
spinach,5.0,7.0
Tomato,10.0,35.0
Tomato,10.333333333333334,34.266666666666666
Tomato,10.666666666666666,33.53333333333333
Tomato,11.0,32.8
Tomato,11.333333333333334,32.06666666666666
Tomato,11.666666666666666,31.333333333333332
Tomato,12.0,30.6
Tomato,12.333333333333332,29.866666666666667
Tomato,12.666666666666666,29.133333333333333
Tomato,13.0,28.4
Tomato,13.333333333333332,27.666666666666668
Tomato,13.666666666666666,26.933333333333334
Tomato,14.0,26.2
Tomato,14.333333333333332,25.466666666666665
Tomato,14.666666666666666,24.733333333333334
Tomato,15.0,24.0
turnip,0.0,80.0
turnip,0.06666666666666667,78.66666666666666
turnip,0.13333333333333333,77.33333333333333
turnip,0.2,76.0
turnip,0.26666666666666666,74.66666666666667
turnip,0.3333333333333333,73.33333333333333
turnip,0.4,72.0
turnip,0.4666666666666667,70.66666666666667
turnip,0.5333333333333333,69.33333333333333
turnip,0.6,68.0
turnip,0.6666666666666666,66.66666666666667
turnip,0.7333333333333333,65.33333333333333
turnip,0.8,64.0
turnip,0.8666666666666667,62.666666666666664
turnip,0.9333333333333333,61.333333333333336
turnip,1.0,60.0
Watermelon,2.2,21.0
Watermelon,2.3466666666666667,20.4
Watermelon,2.4933333333333336,19.8
Watermelon,2.64,19.2
Watermelon,2.786666666666667,18.6
Watermelon,2.9333333333333336,18.0
Watermelon,3.08,17.4
Watermelon,3.2266666666666666,16.8
Watermelon,3.3733333333333335,16.2
Watermelon,3.5200000000000005,15.6
Watermelon,3.666666666666667,15.0
Watermelon,3.8133333333333335,14.4
Watermelon,3.96,13.8
Watermelon,4.106666666666667,13.2
Watermelon,4.253333333333334,12.6
Watermelon,4.4,12.0
Potato,6.0,35.0
Potato,6.266666666666667,34.0
Potato,6.533333333333333,33.0
Potato,6.8,32.0
Potato,7.066666666666666,31.0
Potato,7.333333333333333,30.0
Potato,7.6,29.0
Potato,7.866666666666667,28.0
Potato,8.133333333333333,27.0
Potato,8.4,26.0
Potato,8.666666666666666,25.0
Potato,8.933333333333334,24.0
Potato,9.2,23.0
Potato,9.466666666666667,22.0
Potato,9.733333333333334,21.0
Potato,10.0,20.0
Chili,0.0,35.0
Chili,0.06666666666666667,34.06666666666666
Chili,0.13333333333333333,33.13333333333333
Chili,0.2,32.2
Chili,0.26666666666666666,31.266666666666666
Chili,0.3333333333333333,30.333333333333336
Chili,0.4,29.4
Chili,0.4666666666666667,28.46666666666667
Chili,0.5333333333333333,27.53333333333333
Chili,0.6,26.6
Chili,0.6666666666666666,25.666666666666668
Chili,0.7333333333333333,24.733333333333334
